speaker,path
Soumar,data\Soumar\Soumar_1763876431_b4669691.wav
Soumar,data\Soumar\Soumar_1763876436_ed7d97f6.wav
Soumar,data\Soumar\Soumar_1763876440_46c86cec.wav
Soumar,data\Soumar\Soumar_1763876445_5ff09f72.wav
Soumar,data\Soumar\Soumar_1763876450_de67f3df.wav
Soumar,data\Soumar\Soumar_1763876455_2288a4f9.wav
Soumar,data\Soumar\Soumar_1763876459_3f59efd6.wav
Soumar,data\Soumar\Soumar_1763876464_345b174c.wav
Soumar,data\Soumar\Soumar_1763876469_a123146f.wav
Soumar,data\Soumar\Soumar_1763876474_98579baf.wav
Soumar,data\Soumar\Soumar_1763876478_23e580a5.wav
Soumar,data\Soumar\Soumar_1763876483_5fdf3804.wav
Soumar,data\Soumar\Soumar_1763876488_c0d443a2.wav
Soumar,data\Soumar\Soumar_1763876493_116c6ee5.wav
Soumar,data\Soumar\Soumar_1763876497_025e6ffd.wav
Soumar,data\Soumar\Soumar_1763876502_c217861f.wav
Soumar,data\Soumar\Soumar_1763876507_00bb0220.wav
Soumar,data\Soumar\Soumar_1763876512_499f914d.wav
Soumar,data\Soumar\Soumar_1763876516_c454caa4.wav
Soumar,data\Soumar\Soumar_1763876521_8075e167.wav
Soumar,data\Soumar\Soumar_1763876526_07dd2b56.wav
Soumar,data\Soumar\Soumar_1763876531_b0195f60.wav
Soumar,data\Soumar\Soumar_1763876535_e17925b4.wav
Soumar,data\Soumar\Soumar_1763876540_6877ee2f.wav
Soumar,data\Soumar\Soumar_1763876545_3b98bdd9.wav
Soumar,data\Soumar\Soumar_1763876550_214fe0bf.wav
Soumar,data\Soumar\Soumar_1763876554_d5768be0.wav
Soumar,data\Soumar\Soumar_1763876559_71cb0195.wav
Soumar,data\Soumar\Soumar_1763876564_0c21e4d1.wav
Soumar,data\Soumar\Soumar_1763876568_7fe1e4a2.wav
Soumar,data\Soumar\Soumar_1763876573_01d938ea.wav
Soumar,data\Soumar\Soumar_1763876578_15d2b593.wav
Soumar,data\Soumar\Soumar_1763876583_82efa1d9.wav
Soumar,data\Soumar\Soumar_1763876587_8fafaca0.wav
Soumar,data\Soumar\Soumar_1763876592_f282cd05.wav
Soumar,data\Soumar\Soumar_1763876597_6d13f484.wav
Soumar,data\Soumar\Soumar_1763876602_83df3039.wav
Soumar,data\Soumar\Soumar_1763876606_f9577ea4.wav
Soumar,data\Soumar\Soumar_1763876611_cae4348f.wav
Soumar,data\Soumar\Soumar_1763876616_d45100fe.wav
Soumar,data\Soumar\Soumar_1763876621_a743d754.wav
Soumar,data\Soumar\Soumar_1763876625_f415dd71.wav
Soumar,data\Soumar\Soumar_1763877078_12084865.wav
Soumar,data\Soumar\Soumar_1763877086_9ec01e4e.wav
Soumar,data\Soumar\Soumar_1763877091_eeb40e64.wav
Soumar,data\Soumar\Soumar_1763877097_e4bdc7c9.wav
Soumar,data\Soumar\Soumar_1763877103_daaca08f.wav
Soumar,data\Soumar\Soumar_1763877108_40820af8.wav
Soumar,data\Soumar\Soumar_1763877114_694a93ae.wav
Soumar,data\Soumar\Soumar_1763877120_f95445ea.wav
Soumar,data\Soumar\Soumar_1763877126_6401c8ba.wav
Soumar,data\Soumar\Soumar_1763877131_22f474d6.wav
Soumar,data\Soumar\Soumar_1763877137_3c6d1dc6.wav
Soumar,data\Soumar\Soumar_1763877143_11c112ae.wav
Soumar,data\Soumar\Soumar_1763877149_c748c675.wav
Soumar,data\Soumar\Soumar_1763877156_6f7d7815.wav
Soumar,data\Soumar\Soumar_1763877162_b6d33816.wav
Soumar,data\Soumar\Soumar_1763877168_714cbd45.wav
Soumar,data\Soumar\Soumar_1763877174_c3921dab.wav
Soumar,data\Soumar\Soumar_1763877180_66f16597.wav
Soumar,data\Soumar\Soumar_1763877187_b1885a30.wav
Soumar,data\Soumar\Soumar_1763877192_a8e247b1.wav
Soumar,data\Soumar\Soumar_1763877200_2dce5ba9.wav
Soumar,data\Soumar\Soumar_1763877206_e6fedb82.wav
Soumar,data\Soumar\Soumar_1763877212_f9e1ab94.wav
Soumar,data\Soumar\Soumar_1763877218_2e68f472.wav
Soumar,data\Soumar\Soumar_1763877224_09c41716.wav
Soumar,data\Soumar\Soumar_1763877229_e26641a3.wav
Soumar,data\Soumar\Soumar_1763877235_2825e2c2.wav
Soumar,data\Soumar\Soumar_1763877241_ad0dfe85.wav
Soumar,data\Soumar\Soumar_1763877247_e11d1e46.wav
Soumar,data\Soumar\Soumar_1763877253_b9d0300c.wav
Soumar,data\Soumar\Soumar_1763877259_77ba614a.wav
Soumar,data\Soumar\Soumar_1763877265_9cd430f6.wav
Soumar,data\Soumar\Soumar_1763877271_b1c751c4.wav
Soumar,data\Soumar\Soumar_1763877276_691d5191.wav
Soumar,data\Soumar\Soumar_1763877282_9b994a79.wav
Soumar,data\Soumar\Soumar_1763877288_23efb933.wav
Soumar,data\Soumar\Soumar_1763877294_583f3f8f.wav
Soumar,data\Soumar\Soumar_1763877300_e8ec32be.wav
Soumar,data\Soumar\Soumar_1763877306_7a1c6885.wav
Soumar,data\Soumar\Soumar_1763877312_662954b4.wav
Soumar,data\Soumar\Soumar_1763877318_10f0fab2.wav
Soumar,data\Soumar\Soumar_1763877324_7cf57094.wav
Soumar,data\Soumar\Soumar_1763877330_554ea3d6.wav
Soumar,data\Soumar\Soumar_1763877336_17559fe8.wav
Soumar,data\Soumar\Soumar_1763877341_1c1307f7.wav
Soumar,data\Soumar\Soumar_1763877347_b3245404.wav
Soumar,data\Soumar\Soumar_1763877353_77ade981.wav
Soumar,data\Soumar\Soumar_1763877359_9342d4fa.wav
Soumar,data\Soumar\Soumar_1763877365_83944be4.wav
Soumar,data\Soumar\Soumar_1763877371_01a73df9.wav
Soumar,data\Soumar\Soumar_1763880379_dfefa26b.wav
Soumar,data\Soumar\Soumar_1763880384_ece38e68.wav
Soumar,data\Soumar\Soumar_1763880389_2483a656.wav
Soumar,data\Soumar\Soumar_1763880393_3985186c.wav
Soumar,data\Soumar\Soumar_1763880398_76da568c.wav
Soumar,data\Soumar\Soumar_1763880403_a3290d1f.wav
Soumar,data\Soumar\Soumar_1763880407_895c8247.wav
Soumar,data\Soumar\Soumar_1763880412_ad8b4daf.wav
Soumar,data\Soumar\Soumar_1763880417_73fe8914.wav
Soumar,data\Soumar\Soumar_1763880421_6290f8ae.wav
Soumar,data\Soumar\Soumar_1763880426_381b3e8a.wav
Soumar,data\Soumar\Soumar_1763880431_8f45be59.wav
Soumar,data\Soumar\Soumar_1763880436_eceaad0f.wav
Soumar,data\Soumar\Soumar_1763880440_182433c5.wav
Soumar,data\Soumar\Soumar_1763880445_d68aa655.wav
Soumar,data\Soumar\Soumar_1763880450_cfebfb2b.wav
Soumar,data\Soumar\Soumar_1763880455_a1416e68.wav
Soumar,data\Soumar\Soumar_1763880459_335ede41.wav
Soumar,data\Soumar\Soumar_1763880464_e273836d.wav
Soumar,data\Soumar\Soumar_1763880469_c274fba6.wav
Soumar,data\Soumar\Soumar_1763880473_da4e3320.wav
Soumar,data\Soumar\Soumar_1763880478_b0616ce7.wav
Soumar,data\Soumar\Soumar_1763880483_234acaa3.wav
Soumar,data\Soumar\Soumar_1763880487_408642a3.wav
Soumar,data\Soumar\Soumar_1763880492_6ba64457.wav
Soumar,data\Soumar\Soumar_1763880497_490a1b64.wav
Soumar,data\Soumar\Soumar_1763880501_44b38a94.wav
Soumar,data\Soumar\Soumar_1763880506_c271e9dd.wav
Soumar,data\Soumar\Soumar_1763880511_ec2d66d5.wav
Soumar,data\Soumar\Soumar_1763880516_2c6b29b2.wav
Soumar,data\Soumar\Soumar_1763880520_9d5f90ea.wav
Soumar,data\Soumar\Soumar_1763880525_b5a7b66b.wav
Soumar,data\Soumar\Soumar_1763880530_8a4b1d6d.wav
Soumar,data\Soumar\Soumar_1763880534_b70b6bc2.wav
Soumar,data\Soumar\Soumar_1763880539_1e16602a.wav
Soumar,data\Soumar\Soumar_1763880544_6f3da138.wav
Soumar,data\Soumar\Soumar_1763880548_f244761d.wav
Soumar,data\Soumar\Soumar_1763880553_b2a9e320.wav
Soumar,data\Soumar\Soumar_1763880558_e9100af5.wav
Soumar,data\Soumar\Soumar_1763880562_d47852c6.wav
Soumar,data\Soumar\Soumar_1763880567_5386a476.wav
Soumar,data\Soumar\Soumar_1763880572_f822a735.wav
Soumar,data\Soumar\Soumar_1763880576_089833dc.wav
Soumar,data\Soumar\Soumar_1763880581_20bc38bd.wav
Soumar,data\Soumar\Soumar_1763880586_c1bf78f5.wav
Soumar,data\Soumar\Soumar_1763880591_a6b5778c.wav
Soumar,data\Soumar\Soumar_1763880595_533d09c0.wav
Soumar,data\Soumar\Soumar_1763880600_19a375f4.wav
Soumar,data\Soumar\Soumar_1763880605_9993cf3e.wav
Soumar,data\Soumar\Soumar_1763880609_c3a9873e.wav
Others,data\Others\Others_1763886795_6386a2d3.wav
Others,data\Others\Others_1763886801_7201104b.wav
Others,data\Others\Others_1763886805_84016519.wav
Others,data\Others\Others_1763886810_81662f3d.wav
Others,data\Others\Others_1763886815_d4644947.wav
Others,data\Others\Others_1763886819_6d936910.wav
Others,data\Others\Others_1763886824_dd34b0ef.wav
Others,data\Others\Others_1763886829_d34e944b.wav
Others,data\Others\Others_1763886834_a3744bd2.wav
Others,data\Others\Others_1763886838_dbc17ce1.wav
Others,data\Others\Others_1763887027_fd42998c.wav
Others,data\Others\Others_1763887032_bce1e74b.wav
Others,data\Others\Others_1763887121_bc913d15.wav
Others,data\Others\Others_1763887126_a45e3905.wav
Others,data\Others\Others_1763887131_837dd71b.wav
Others,data\Others\Others_1763887136_d277e96b.wav
Others,data\Others\Others_1763887140_12cf04da.wav
Others,data\Others\Others_1763887145_10613bc0.wav
Others,data\Others\Others_1763887150_5e85a044.wav
Others,data\Others\Others_1763887155_d7a11f92.wav
Others,data\Others\Others_1763887159_4a9d9037.wav
Others,data\Others\Others_1763887164_4a40ed54.wav
Others,data\Others\Others_1763894007_0ab907cc.wav
Others,data\Others\Others_1763894012_d8e9833f.wav
Others,data\Others\Others_1763894017_e09f6d83.wav
Others,data\Others\Others_1763894022_a9a72ade.wav
Others,data\Others\Others_1763894026_a508abc3.wav
Others,data\Others\Others_1763894031_a5aefa2b.wav
Others,data\Others\Others_1763894036_981152ca.wav
Others,data\Others\Others_1763894041_91c9c56c.wav
Others,data\Others\Others_1763894045_30a3a2e5.wav
Others,data\Others\Others_1763894050_3b3c4daf.wav
Others,data\Others\Others_1763894610_55953d4b.wav
Others,data\Others\Others_1763894615_ab9b291e.wav
Others,data\Others\Others_1763894620_98d62ef0.wav
Others,data\Others\Others_1763894625_685d041d.wav
Others,data\Others\Others_1763894629_716d9943.wav
Others,data\Others\Others_1763894634_67d9e135.wav
Others,data\Others\Others_1763894639_30e1ce88.wav
Others,data\Others\Others_1763894643_d36c5883.wav
Others,data\Others\Others_1763894648_0eb9c1f7.wav
Others,data\Others\Others_1763894653_477dc389.wav
Others,data\Others\Others_1763895027_c65feb0a.wav
Others,data\Others\Others_1763895032_38554a25.wav
Others,data\Others\Others_1763895037_403bfaf4.wav
Others,data\Others\Others_1763895122_1db2f6b2.wav
Others,data\Others\Others_1763895127_b0ba168e.wav
Others,data\Others\Others_1763895132_d8c7c5f2.wav
Others,data\Others\Others_1763895136_fb683b16.wav
Others,data\Others\Others_1763895141_265cd88b.wav
Others,data\Others\Others_1763895146_9b83d850.wav
Others,data\Others\Others_1763895150_948364b4.wav
Others,data\Others\Others_1763895155_5be5adc5.wav
Others,data\Others\Others_1763895160_37b8c3bf.wav
Others,data\Others\Others_1763895165_d8d94f95.wav
Others,data\Others\Others_1763895220_a7cf0fa3.wav
Others,data\Others\Others_1763895225_bd1a0867.wav
Others,data\Others\Others_1763895229_8f666d44.wav
Others,data\Others\Others_1763895234_5b412c4d.wav
Others,data\Others\Others_1763895239_0d2b184b.wav
Others,data\Others\Others_1763895243_c7468605.wav
Others,data\Others\Others_1763895248_2eaf73fc.wav
Others,data\Others\Others_1763895253_1444a160.wav
Others,data\Others\Others_1763895258_ad3dde27.wav
Others,data\Others\Others_1763895262_6e6e6948.wav
Others,data\Others\Others_1763895338_6d982ced.wav
Others,data\Others\Others_1763895343_b50e58fe.wav
Others,data\Others\Others_1763895347_57291e50.wav
Others,data\Others\Others_1763895352_e5cf33ab.wav
Others,data\Others\Others_1763895357_8e095878.wav
Others,data\Others\Others_1763895361_22291ca4.wav
Others,data\Others\Others_1763895366_500fc0e7.wav
Others,data\Others\Others_1763895371_03b23b6b.wav
Others,data\Others\Others_1763895375_3e927248.wav
Others,data\Others\Others_1763895380_fc5fee46.wav
Others,data\Others\Others_1763899962_6caf0106.wav
Others,data\Others\Others_1763899967_3e95cdad.wav
Others,data\Others\Others_1763899972_f747ccd9.wav
Others,data\Others\Others_1763899977_950e0e0e.wav
Others,data\Others\Others_1763899982_676deafc.wav
Others,data\Others\Others_1763899986_40fb69d6.wav
Others,data\Others\Others_1763899991_18ef3422.wav
Others,data\Others\Others_1763899996_3990da62.wav
Others,data\Others\Others_1763900000_7e6bd2c9.wav
Others,data\Others\Others_1763900005_105d349c.wav
Others,data\Others\Others_1763900524_fdb3e6fa.wav
Others,data\Others\Others_1763900529_3d3dc288.wav
Others,data\Others\Others_1763900534_1ce537ff.wav
Others,data\Others\Others_1763900539_61acbf5e.wav
Others,data\Others\Others_1763900543_070e37db.wav
Others,data\Others\Others_1763900548_d04922f1.wav
Others,data\Others\Others_1763900553_81d2f4ed.wav
Others,data\Others\Others_1763900557_3537bdd0.wav
Others,data\Others\Others_1763900562_af851c5c.wav
Others,data\Others\Others_1763900567_edf9184e.wav
Others,data\Others\Others_1763900897_dcaf959f.wav
Others,data\Others\Others_1763900902_49767c25.wav
Others,data\Others\Others_1763900906_05a7a26f.wav
Others,data\Others\Others_1763900911_e2791a7b.wav
Others,data\Others\Others_1763900916_d18bd24b.wav
Others,data\Others\Others_1763900920_80ed39a4.wav
Others,data\Others\Others_1763900925_00d2cf5e.wav
Others,data\Others\Others_1763900930_d6c2b53f.wav
Others,data\Others\Others_1763900935_c009e08d.wav
Others,data\Others\Others_1763900939_605b88d8.wav
Others,data\Others\Others_1763901141_63dccbf5.wav
Others,data\Others\Others_1763901146_185f79d5.wav
Others,data\Others\Others_1763901151_f10db325.wav
Others,data\Others\Others_1763901156_83eba68c.wav
Others,data\Others\Others_1763901161_1eb64832.wav
Others,data\Others\Others_1763901165_75a4d062.wav
Others,data\Others\Others_1763901170_d7ad3f62.wav
Others,data\Others\Others_1763901175_34a4f5a5.wav
Others,data\Others\Others_1763901179_29e0b2f2.wav
Others,data\Others\Others_1763901184_264661c6.wav
Others,data\Others\Others_1763901494_b57aafd1.wav
Others,data\Others\Others_1763901499_53637948.wav
Others,data\Others\Others_1763901504_90a441f6.wav
Others,data\Others\Others_1763901509_fda679c3.wav
Others,data\Others\Others_1763901513_bbf60133.wav
Others,data\Others\Others_1763901518_4b4bf2e2.wav
Others,data\Others\Others_1763901523_633c39b7.wav
Others,data\Others\Others_1763901528_851d3e31.wav
Others,data\Others\Others_1763901532_c7cfec6a.wav
Others,data\Others\Others_1763901537_bed44cc8.wav
Others,data\Others\Others_1763901614_4c1bc089.wav
Others,data\Others\Others_1763901619_048f9b6a.wav
Others,data\Others\Others_1763901624_42ba9cb6.wav
Others,data\Others\Others_1763901629_6afcdd3f.wav
Others,data\Others\Others_1763901634_1f69182d.wav
Others,data\Others\Others_1763901638_7b03b8a0.wav
Others,data\Others\Others_1763901643_492794e9.wav
Others,data\Others\Others_1763901648_42174884.wav
Others,data\Others\Others_1763901653_7b98bb72.wav
Others,data\Others\Others_1763901657_ea103208.wav
Others,data\Others\Others_1763901993_b4ca77b5.wav
Others,data\Others\Others_1763901998_c7503de5.wav
Others,data\Others\Others_1763902003_b9625d69.wav
Others,data\Others\Others_1763902008_4e4ff349.wav
Others,data\Others\Others_1763902013_4647f209.wav
Others,data\Others\Others_1763902017_ab6fd0c1.wav
Others,data\Others\Others_1763902022_c22da25b.wav
Others,data\Others\Others_1763902027_a4f11819.wav
Others,data\Others\Others_1763902031_2076372e.wav
Others,data\Others\Others_1763902036_33b91b19.wav
Others,data\Others\Others_1763902080_8bf7d518.wav
Others,data\Others\Others_1763902785_f2ac6860.wav
Others,data\Others\Others_1763902790_5fb41d2c.wav
Others,data\Others\Others_1763902795_5cd24897.wav
Others,data\Others\Others_1763902800_8de7e422.wav
Others,data\Others\Others_1763902805_6684794d.wav
Others,data\Others\Others_1763902809_40598f62.wav
Others,data\Others\Others_1763902814_6a8b6f8d.wav
Others,data\Others\Others_1763902819_d237799c.wav
Others,data\Others\Others_1763902823_cf72fd09.wav
Others,data\Others\Others_1763902828_031be2dd.wav
Others,data\Others\Others_1763902880_9e6e010f.wav
Others,data\Others\Others_1763902885_334db13b.wav
Others,data\Others\Others_1763902890_42f2e887.wav
Others,data\Others\Others_1763902894_305a0866.wav
Others,data\Others\Others_1763902899_18ea5394.wav
Others,data\Others\Others_1763902904_de7b4ca7.wav
Others,data\Others\Others_1763902909_9e3e7feb.wav
Others,data\Others\Others_1763902913_086558a6.wav
Others,data\Others\Others_1763902918_cbddcb96.wav
Others,data\Others\Others_1763902923_40e3311c.wav
Others,data\Others\Others_1763902972_3435b0a2.wav
Others,data\Others\Others_1763902977_99ee6d25.wav
Others,data\Others\Others_1763902982_e5da14de.wav
Others,data\Others\Others_1763902986_d291327c.wav
Others,data\Others\Others_1763902991_397724aa.wav
Others,data\Others\Others_1763902996_e2e5d7a8.wav
Others,data\Others\Others_1763903000_a303d7ce.wav
Others,data\Others\Others_1763903005_9b9fb3d3.wav
Others,data\Others\Others_1763903010_c18652f2.wav
Others,data\Others\Others_1763903015_d143882d.wav
Others,data\Others\Others_1763903112_5a3760f8.wav
Others,data\Others\Others_1763903116_2391f504.wav
